Number of ports,Number of nets,Number of cells,Number of combinational cells,Number of sequential cells,Number of macros/black boxes,Number of buf/inv,Number of references,Combinational area,Buf/Inv area,Noncombinational area,Macro/Black Box area,Total cell area,Cell Internal Power (mW),Net Switching Power (mW),Total Dynamic Power (mW),Cell Leakage Power (mW),IO_Pad Internal Power,IO_Pad Switching Power,IO_Pad Leakage Power,IO_Pad Total Power,Memory Internal Power,Memory Switching Power,Memory Leakage Power,Memory Total Power,Black_Box Internal Power,Black_Box Switching Power,Black_Box Leakage Power,Black_Box Total Power,Clock_Network Internal Power,Clock_Network Switching Power,Clock_Network Leakage Power,Clock_Network Total Power,Register Internal Power,Register Switching Power,Register Leakage Power,Register Total Power,Sequential Internal Power,Sequential Switching Power,Sequential Leakage Power,Sequential Total Power,Combinational Internal Power,Combinational Switching Power,Combinational Leakage Power,Combinational Total Power,Total Internal Power,Total Switching Power,Total Leakage Power,Total Total Power,Label,Circuit
373,929,696,0,696,0,0,7,0,0,0,0,0,0,26.8709,26.8709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8709,0,26.8709,0,26.8709,0,26.8709,'Trojan Infected','C2670-T011'
373,924,691,0,691,0,0,7,0,0,0,0,0,0,26.6203,26.6203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6202,0,26.6202,0,26.6202,0,26.6202,'Trojan Infected','C2670-T012'
373,928,695,0,695,0,0,8,0,0,0,0,0,0,26.8165,26.8165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8164,0,26.8164,0,26.8164,0,26.8164,'Trojan Infected','C2670-T013'
373,927,694,0,694,0,0,8,0,0,0,0,0,0,26.7842,26.7842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7842,0,26.7842,0,26.7842,0,26.7842,'Trojan Infected','C2670-T014'
373,932,699,0,699,0,0,9,0,0,0,0,0,0,26.9934,26.9934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.9934,0,26.9934,0,26.9934,0,26.9934,'Trojan Infected','C2670-T015'
373,927,694,0,694,0,0,8,0,0,0,0,0,0,26.7354,26.7354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7354,0,26.7354,0,26.7354,0,26.7354,'Trojan Infected','C2670-T016'
373,930,697,0,697,0,0,7,0,0,0,0,0,0,26.7744,26.7744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7744,0,26.7744,0,26.7744,0,26.7744,'Trojan Infected','C2670-T017'
373,927,694,0,694,0,0,8,0,0,0,0,0,0,26.7453,26.7453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7453,0,26.7453,0,26.7453,0,26.7453,'Trojan Infected','C2670-T018'
373,927,694,0,694,0,0,8,0,0,0,0,0,0,26.7668,26.7668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7668,0,26.7668,0,26.7668,0,26.7668,'Trojan Infected','C2670-T019'
373,928,695,0,695,0,0,8,0,0,0,0,0,0,26.8565,26.8565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8564,0,26.8564,0,26.8564,0,26.8564,'Trojan Infected','C2670-T020'
373,927,694,0,694,0,0,8,0,0,0,0,0,0,26.72,26.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.72,0,26.72,0,26.72,0,26.72,'Trojan Infected','C2670-T021'
373,930,697,0,697,0,0,8,0,0,0,0,0,0,26.92,26.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.9199,0,26.9199,0,26.9199,0,26.9199,'Trojan Infected','C2670-T022'
373,929,696,0,696,0,0,8,0,0,0,0,0,0,26.8106,26.8106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8106,0,26.8106,0,26.8106,0,26.8106,'Trojan Infected','C2670-T023'
373,927,694,0,694,0,0,7,0,0,0,0,0,0,26.8213,26.8213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8212,0,26.8212,0,26.8212,0,26.8212,'Trojan Infected','C2670-T024'
373,926,693,0,693,0,0,8,0,0,0,0,0,0,26.6489,26.6489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6488,0,26.6488,0,26.6488,0,26.6488,'Trojan Infected','C2670-T025'
373,929,696,0,696,0,0,9,0,0,0,0,0,0,26.9378,26.9378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.9378,0,26.9378,0,26.9378,0,26.9378,'Trojan Infected','C2670-T026'
373,926,693,0,693,0,0,6,0,0,0,0,0,0,26.6848,26.6848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6848,0,26.6848,0,26.6848,0,26.6848,'Trojan Infected','C2670-T027'
373,927,694,0,694,0,0,7,0,0,0,0,0,0,26.6914,26.6914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6914,0,26.6914,0,26.6914,0,26.6914,'Trojan Infected','C2670-T028'
373,927,694,0,694,0,0,9,0,0,0,0,0,0,26.7749,26.7749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7749,0,26.7749,0,26.7749,0,26.7749,'Trojan Infected','C2670-T029'
373,926,693,0,693,0,0,7,0,0,0,0,0,0,26.6988,26.6988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6987,0,26.6987,0,26.6987,0,26.6987,'Trojan Infected','C2670-T030'
373,929,696,0,696,0,0,7,0,0,0,0,0,0,26.8248,26.8248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8247,0,26.8247,0,26.8247,0,26.8247,'Trojan Infected','C2670-T031'
373,927,694,0,694,0,0,7,0,0,0,0,0,0,26.7218,26.7218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7217,0,26.7217,0,26.7217,0,26.7217,'Trojan Infected','C2670-T032'
373,927,694,0,694,0,0,8,0,0,0,0,0,0,26.7218,26.7218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7217,0,26.7217,0,26.7217,0,26.7217,'Trojan Infected','C2670-T033'
373,926,693,0,693,0,0,9,0,0,0,0,0,0,26.6549,26.6549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6549,0,26.6549,0,26.6549,0,26.6549,'Trojan Infected','C2670-T034'
373,925,692,0,692,0,0,7,0,0,0,0,0,0,26.5395,26.5395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5394,0,26.5394,0,26.5394,0,26.5394,'Trojan Infected','C2670-T035'
373,924,691,0,691,0,0,6,0,0,0,0,0,0,26.5172,26.5172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5172,0,26.5172,0,26.5172,0,26.5172,'Trojan Infected','C2670-T036'
373,926,693,0,693,0,0,7,0,0,0,0,0,0,26.662,26.662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6619,0,26.6619,0,26.6619,0,26.6619,'Trojan Infected','C2670-T037'
373,925,692,0,692,0,0,6,0,0,0,0,0,0,26.536,26.536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5359,0,26.5359,0,26.5359,0,26.5359,'Trojan Infected','C2670-T038'
373,930,697,0,697,0,0,5,0,0,0,0,0,0,26.8924,26.8924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8924,0,26.8924,0,26.8924,0,26.8924,'Trojan Infected','C2670-T039'
373,928,695,0,695,0,0,9,0,0,0,0,0,0,26.7724,26.7724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7723,0,26.7723,0,26.7723,0,26.7723,'Trojan Infected','C2670-T040'
373,925,692,0,692,0,0,6,0,0,0,0,0,0,26.638,26.638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6379,0,26.6379,0,26.6379,0,26.6379,'Trojan Infected','C2670-T041'
373,927,694,0,694,0,0,7,0,0,0,0,0,0,26.6772,26.6772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6771,0,26.6771,0,26.6771,0,26.6771,'Trojan Infected','C2670-T042'
373,929,696,0,696,0,0,7,0,0,0,0,0,0,26.764,26.764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.764,0,26.764,0,26.764,0,26.764,'Trojan Infected','C2670-T043'
373,926,693,0,693,0,0,6,0,0,0,0,0,0,26.6926,26.6926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6926,0,26.6926,0,26.6926,0,26.6926,'Trojan Infected','C2670-T044'
373,927,694,0,694,0,0,9,0,0,0,0,0,0,26.703,26.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7029,0,26.7029,0,26.7029,0,26.7029,'Trojan Infected','C2670-T045'
373,928,695,0,695,0,0,6,0,0,0,0,0,0,26.7694,26.7694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7694,0,26.7694,0,26.7694,0,26.7694,'Trojan Infected','C2670-T046'
373,926,693,0,693,0,0,7,0,0,0,0,0,0,26.6909,26.6909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6909,0,26.6909,0,26.6909,0,26.6909,'Trojan Infected','C2670-T047'
373,927,694,0,694,0,0,6,0,0,0,0,0,0,26.7524,26.7524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7523,0,26.7523,0,26.7523,0,26.7523,'Trojan Infected','C2670-T048'
373,926,693,0,693,0,0,8,0,0,0,0,0,0,26.6372,26.6372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6371,0,26.6371,0,26.6371,0,26.6371,'Trojan Infected','C2670-T049'
373,927,694,0,694,0,0,8,0,0,0,0,0,0,26.6982,26.6982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6982,0,26.6982,0,26.6982,0,26.6982,'Trojan Infected','C2670-T050'
373,928,695,0,695,0,0,7,0,0,0,0,0,0,26.7099,26.7099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7098,0,26.7098,0,26.7098,0,26.7098,'Trojan Infected','C2670-T051'
373,927,694,0,694,0,0,8,0,0,0,0,0,0,26.7236,26.7236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7235,0,26.7235,0,26.7235,0,26.7235,'Trojan Infected','C2670-T052'
373,927,694,0,694,0,0,8,0,0,0,0,0,0,26.7418,26.7418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7417,0,26.7417,0,26.7417,0,26.7417,'Trojan Infected','C2670-T053'
373,926,693,0,693,0,0,6,0,0,0,0,0,0,26.6655,26.6655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6655,0,26.6655,0,26.6655,0,26.6655,'Trojan Infected','C2670-T054'
373,924,691,0,691,0,0,7,0,0,0,0,0,0,26.5372,26.5372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5372,0,26.5372,0,26.5372,0,26.5372,'Trojan Infected','C2670-T055'
373,926,693,0,693,0,0,7,0,0,0,0,0,0,26.6759,26.6759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6759,0,26.6759,0,26.6759,0,26.6759,'Trojan Infected','C2670-T056'
373,926,693,0,693,0,0,6,0,0,0,0,0,0,26.6218,26.6218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6217,0,26.6217,0,26.6217,0,26.6217,'Trojan Infected','C2670-T057'
373,928,695,0,695,0,0,7,0,0,0,0,0,0,26.8489,26.8489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8489,0,26.8489,0,26.8489,0,26.8489,'Trojan Infected','C2670-T058'
373,928,695,0,695,0,0,7,0,0,0,0,0,0,26.7205,26.7205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7204,0,26.7204,0,26.7204,0,26.7204,'Trojan Infected','C2670-T059'
373,929,696,0,696,0,0,7,0,0,0,0,0,0,26.7429,26.7429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7428,0,26.7428,0,26.7428,0,26.7428,'Trojan Infected','C2670-T060'
373,929,696,0,696,0,0,8,0,0,0,0,0,0,26.8655,26.8655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8655,0,26.8655,0,26.8655,0,26.8655,'Trojan Infected','C2670-T061'
373,925,692,0,692,0,0,5,0,0,0,0,0,0,26.536,26.536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5359,0,26.5359,0,26.5359,0,26.5359,'Trojan Infected','C2670-T062'
373,927,694,0,694,0,0,7,0,0,0,0,0,0,26.7471,26.7471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7471,0,26.7471,0,26.7471,0,26.7471,'Trojan Infected','C2670-T063'
373,928,695,0,695,0,0,7,0,0,0,0,0,0,26.7501,26.7501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.75,0,26.75,0,26.75,0,26.75,'Trojan Infected','C2670-T064'
373,926,693,0,693,0,0,8,0,0,0,0,0,0,26.6855,26.6855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6855,0,26.6855,0,26.6855,0,26.6855,'Trojan Infected','C2670-T065'
373,927,694,0,694,0,0,8,0,0,0,0,0,0,26.7802,26.7802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7802,0,26.7802,0,26.7802,0,26.7802,'Trojan Infected','C2670-T066'
373,927,694,0,694,0,0,8,0,0,0,0,0,0,26.7132,26.7132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7132,0,26.7132,0,26.7132,0,26.7132,'Trojan Infected','C2670-T067'
373,926,693,0,693,0,0,8,0,0,0,0,0,0,26.7869,26.7869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7868,0,26.7868,0,26.7868,0,26.7868,'Trojan Infected','C2670-T068'
373,927,694,0,694,0,0,7,0,0,0,0,0,0,26.6978,26.6978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6978,0,26.6978,0,26.6978,0,26.6978,'Trojan Infected','C2670-T069'
373,925,692,0,692,0,0,7,0,0,0,0,0,0,26.6337,26.6337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6336,0,26.6336,0,26.6336,0,26.6336,'Trojan Infected','C2670-T070'
373,926,693,0,693,0,0,6,0,0,0,0,0,0,26.6372,26.6372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6371,0,26.6371,0,26.6371,0,26.6371,'Trojan Infected','C2670-T071'
373,926,693,0,693,0,0,6,0,0,0,0,0,0,26.6681,26.6681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.668,0,26.668,0,26.668,0,26.668,'Trojan Infected','C2670-T072'
373,928,695,0,695,0,0,6,0,0,0,0,0,0,26.8639,26.8639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8639,0,26.8639,0,26.8639,0,26.8639,'Trojan Infected','C2670-T073'
373,927,694,0,694,0,0,7,0,0,0,0,0,0,26.7019,26.7019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7018,0,26.7018,0,26.7018,0,26.7018,'Trojan Infected','C2670-T074'
373,927,694,0,694,0,0,8,0,0,0,0,0,0,26.6926,26.6926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6926,0,26.6926,0,26.6926,0,26.6926,'Trojan Infected','C2670-T075'
373,926,693,0,693,0,0,7,0,0,0,0,0,0,26.6655,26.6655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6655,0,26.6655,0,26.6655,0,26.6655,'Trojan Infected','C2670-T076'
373,928,695,0,695,0,0,7,0,0,0,0,0,0,26.7694,26.7694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7694,0,26.7694,0,26.7694,0,26.7694,'Trojan Infected','C2670-T077'
373,934,701,0,701,0,0,6,0,0,0,0,0,0,27.0031,27.0031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.003,0,27.003,0,27.003,0,27.003,'Trojan Infected','C2670-T078'
373,928,695,0,695,0,0,7,0,0,0,0,0,0,26.7309,26.7309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7308,0,26.7308,0,26.7308,0,26.7308,'Trojan Infected','C2670-T079'
373,931,698,0,698,0,0,8,0,0,0,0,0,0,26.9463,26.9463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.9462,0,26.9462,0,26.9462,0,26.9462,'Trojan Infected','C2670-T080'
373,928,695,0,695,0,0,8,0,0,0,0,0,0,26.7423,26.7423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7423,0,26.7423,0,26.7423,0,26.7423,'Trojan Infected','C2670-T081'
373,933,700,0,700,0,0,6,0,0,0,0,0,0,26.947,26.947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.947,0,26.947,0,26.947,0,26.947,'Trojan Infected','C2670-T082'
373,929,696,0,696,0,0,9,0,0,0,0,0,0,26.9276,26.9276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.9275,0,26.9275,0,26.9275,0,26.9275,'Trojan Infected','C2670-T083'
373,930,697,0,697,0,0,7,0,0,0,0,0,0,26.8521,26.8521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8521,0,26.8521,0,26.8521,0,26.8521,'Trojan Infected','C2670-T084'
373,928,695,0,695,0,0,7,0,0,0,0,0,0,26.7355,26.7355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7355,0,26.7355,0,26.7355,0,26.7355,'Trojan Infected','C2670-T085'
373,927,694,0,694,0,0,8,0,0,0,0,0,0,26.6747,26.6747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6746,0,26.6746,0,26.6746,0,26.6746,'Trojan Infected','C2670-T086'
373,928,695,0,695,0,0,6,0,0,0,0,0,0,26.6934,26.6934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6934,0,26.6934,0,26.6934,0,26.6934,'Trojan Infected','C2670-T087'
373,927,694,0,694,0,0,6,0,0,0,0,0,0,26.7071,26.7071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7071,0,26.7071,0,26.7071,0,26.7071,'Trojan Infected','C2670-T088'
373,926,693,0,693,0,0,6,0,0,0,0,0,0,26.6711,26.6711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.671,0,26.671,0,26.671,0,26.671,'Trojan Infected','C2670-T089'
373,926,693,0,693,0,0,8,0,0,0,0,0,0,26.639,26.639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6389,0,26.6389,0,26.6389,0,26.6389,'Trojan Infected','C2670-T090'
373,926,693,0,693,0,0,7,0,0,0,0,0,0,26.6559,26.6559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6559,0,26.6559,0,26.6559,0,26.6559,'Trojan Infected','C2670-T091'
373,926,693,0,693,0,0,8,0,0,0,0,0,0,26.6595,26.6595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6594,0,26.6594,0,26.6594,0,26.6594,'Trojan Infected','C2670-T092'
373,929,696,0,696,0,0,7,0,0,0,0,0,0,26.8436,26.8436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8436,0,26.8436,0,26.8436,0,26.8436,'Trojan Infected','C2670-T093'
373,926,693,0,693,0,0,7,0,0,0,0,0,0,26.7102,26.7102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7101,0,26.7101,0,26.7101,0,26.7101,'Trojan Infected','C2670-T094'
373,926,693,0,693,0,0,9,0,0,0,0,0,0,26.7136,26.7136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7136,0,26.7136,0,26.7136,0,26.7136,'Trojan Infected','C2670-T095'
373,925,692,0,692,0,0,5,0,0,0,0,0,0,26.536,26.536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5359,0,26.5359,0,26.5359,0,26.5359,'Trojan Infected','C2670-T096'
373,927,694,0,694,0,0,7,0,0,0,0,0,0,26.6676,26.6676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6675,0,26.6675,0,26.6675,0,26.6675,'Trojan Infected','C2670-T097'
373,928,695,0,695,0,0,8,0,0,0,0,0,0,26.7554,26.7554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7554,0,26.7554,0,26.7554,0,26.7554,'Trojan Infected','C2670-T098'
373,925,692,0,692,0,0,7,0,0,0,0,0,0,26.6263,26.6263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6262,0,26.6262,0,26.6262,0,26.6262,'Trojan Infected','C2670-T099'
72,1184,1134,0,1134,0,0,3,0,0,0,0,0,0,47.6522,47.6522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.6522,0,47.6522,0,47.6522,0,47.6522,'Trojan Free','C3540'
72,1190,1140,0,1140,0,0,6,0,0,0,0,0,0,48.0568,48.0568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0567,0,48.0567,0,48.0567,0,48.0567,'Trojan Infected','C3540-T00'
72,1191,1141,0,1141,0,0,9,0,0,0,0,0,0,48.1425,48.1425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.1425,0,48.1425,0,48.1425,0,48.1425,'Trojan Infected','C3540-T01'
72,1191,1141,0,1141,0,0,8,0,0,0,0,0,0,48.1079,48.1079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.1079,0,48.1079,0,48.1079,0,48.1079,'Trojan Infected','C3540-T02'
72,1190,1140,0,1140,0,0,6,0,0,0,0,0,0,48.0097,48.0097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0097,0,48.0097,0,48.0097,0,48.0097,'Trojan Infected','C3540-T03'
72,1190,1140,0,1140,0,0,6,0,0,0,0,0,0,48.0128,48.0128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0128,0,48.0128,0,48.0128,0,48.0128,'Trojan Infected','C3540-T04'
72,1193,1143,0,1143,0,0,8,0,0,0,0,0,0,48.1908,48.1908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.1908,0,48.1908,0,48.1908,0,48.1908,'Trojan Infected','C3540-T05'
72,1190,1140,0,1140,0,0,8,0,0,0,0,0,0,48.0282,48.0282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0281,0,48.0281,0,48.0281,0,48.0281,'Trojan Infected','C3540-T06'
72,1192,1142,0,1142,0,0,7,0,0,0,0,0,0,48.135,48.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.1349,0,48.1349,0,48.1349,0,48.1349,'Trojan Infected','C3540-T07'
72,1194,1144,0,1144,0,0,7,0,0,0,0,0,0,48.2778,48.2778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.2778,0,48.2778,0,48.2778,0,48.2778,'Trojan Infected','C3540-T08'
72,1189,1139,0,1139,0,0,8,0,0,0,0,0,0,47.9813,47.9813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.9813,0,47.9813,0,47.9813,0,47.9813,'Trojan Infected','C3540-T10'
72,1190,1140,0,1140,0,0,7,0,0,0,0,0,0,48.0036,48.0036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0036,0,48.0036,0,48.0036,0,48.0036,'Trojan Infected','C3540-T11'
